entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Coahuila,Federación de Rusia,2017,4,2017-12-01,0
Coahuila,Finlandia,2017,4,2017-12-01,0
Coahuila,Francia,2017,4,2017-12-01,0.31595545000000003
Coahuila,Hong Kong,2017,4,2017-12-01,0
Coahuila,India,2017,4,2017-12-01,0
Coahuila,Irlanda,2017,4,2017-12-01,-38.417049370000001
Coahuila,Israel,2017,4,2017-12-01,0
Coahuila,Italia,2017,4,2017-12-01,80.643507119999995
Coahuila,Japón,2017,4,2017-12-01,5.4410596900000003
Coahuila,Luxemburgo,2017,4,2017-12-01,0
Coahuila,Noruega,2017,4,2017-12-01,0
Coahuila,Nueva Zelandia,2017,4,2017-12-01,0
Coahuila,Países Bajos,2017,4,2017-12-01,0
Coahuila,Panamá,2017,4,2017-12-01,0
Coahuila,Portugal,2017,4,2017-12-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2017,4,2017-12-01,-0.08714537
Coahuila,República Checa,2017,4,2017-12-01,0
Coahuila,Singapur,2017,4,2017-12-01,0
Coahuila,Suecia,2017,4,2017-12-01,0
Coahuila,Suiza,2017,4,2017-12-01,-0.00080936999999999676
Coahuila,Taiwán,2017,4,2017-12-01,0
Coahuila,Uruguay,2017,4,2017-12-01,0
Coahuila,"Venezuela, República Bolivariana de",2017,4,2017-12-01,0
Coahuila,Otros países,2017,4,2017-12-01,0
Coahuila,Alemania,2018,1,2018-03-01,24.355254909999996
Coahuila,Argentina,2018,1,2018-03-01,0.52492391000000005
Coahuila,Australia,2018,1,2018-03-01,0
Coahuila,Austria,2018,1,2018-03-01,0
Coahuila,Bélgica,2018,1,2018-03-01,0
Coahuila,Brasil,2018,1,2018-03-01,0.10438512
Coahuila,Canadá,2018,1,2018-03-01,89.628816839999999
Coahuila,Chile,2018,1,2018-03-01,0
Coahuila,"China, República Popular de",2018,1,2018-03-01,0
Coahuila,Colombia,2018,1,2018-03-01,0
Coahuila,"Corea, República de",2018,1,2018-03-01,-2.0594593799999998
Coahuila,Dinamarca,2018,1,2018-03-01,0
Coahuila,Ecuador,2018,1,2018-03-01,0
Coahuila,España,2018,1,2018-03-01,38.399680699999998
Coahuila,Estados Unidos de América,2018,1,2018-03-01,259.21971439000015
Coahuila,Federación de Rusia,2018,1,2018-03-01,0
Coahuila,Finlandia,2018,1,2018-03-01,0
Coahuila,Francia,2018,1,2018-03-01,19.436508020000002
Coahuila,Hong Kong,2018,1,2018-03-01,0
Coahuila,India,2018,1,2018-03-01,1.89178161
Coahuila,Irlanda,2018,1,2018-03-01,0.035430000000000003
Coahuila,Israel,2018,1,2018-03-01,0
Coahuila,Italia,2018,1,2018-03-01,168.50386871000001
Coahuila,Japón,2018,1,2018-03-01,3.3736549899999999
Coahuila,Luxemburgo,2018,1,2018-03-01,0
Coahuila,Noruega,2018,1,2018-03-01,0
Coahuila,Nueva Zelandia,2018,1,2018-03-01,0
Coahuila,Países Bajos,2018,1,2018-03-01,22.690507400000001
Coahuila,Panamá,2018,1,2018-03-01,0
Coahuila,Portugal,2018,1,2018-03-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2018,1,2018-03-01,1.3940915199999999
Coahuila,República Checa,2018,1,2018-03-01,0
Coahuila,Singapur,2018,1,2018-03-01,0
Coahuila,Suecia,2018,1,2018-03-01,0.42578117000000004
Coahuila,Suiza,2018,1,2018-03-01,-0.027442979999999999
Coahuila,Taiwán,2018,1,2018-03-01,0
Coahuila,Uruguay,2018,1,2018-03-01,0
Coahuila,"Venezuela, República Bolivariana de",2018,1,2018-03-01,0
Coahuila,Otros países,2018,1,2018-03-01,19.73231062
Coahuila,Alemania,2018,2,2018-06-01,154.67528397999999
Coahuila,Argentina,2018,2,2018-06-01,3.9994333999999983
Coahuila,Australia,2018,2,2018-06-01,0
Coahuila,Austria,2018,2,2018-06-01,3.0130718299999999
Coahuila,Bélgica,2018,2,2018-06-01,0.63760273999999995
Coahuila,Brasil,2018,2,2018-06-01,12.152831939999999
Coahuila,Canadá,2018,2,2018-06-01,573.14286091999986
Coahuila,Chile,2018,2,2018-06-01,0
Coahuila,"China, República Popular de",2018,2,2018-06-01,0
Coahuila,Colombia,2018,2,2018-06-01,0
Coahuila,"Corea, República de",2018,2,2018-06-01,2.9088599200000003
Coahuila,Dinamarca,2018,2,2018-06-01,0
Coahuila,Ecuador,2018,2,2018-06-01,0
Coahuila,España,2018,2,2018-06-01,1.9240316100000003
Coahuila,Estados Unidos de América,2018,2,2018-06-01,76.777343659999957
Coahuila,Federación de Rusia,2018,2,2018-06-01,0
Coahuila,Finlandia,2018,2,2018-06-01,0
Coahuila,Francia,2018,2,2018-06-01,-10.202634229999999
Coahuila,Hong Kong,2018,2,2018-06-01,0
Coahuila,India,2018,2,2018-06-01,0
Coahuila,Irlanda,2018,2,2018-06-01,0.010671
Coahuila,Israel,2018,2,2018-06-01,0
Coahuila,Italia,2018,2,2018-06-01,93.981673500000014
Coahuila,Japón,2018,2,2018-06-01,10.22475991
Coahuila,Luxemburgo,2018,2,2018-06-01,0
Coahuila,Noruega,2018,2,2018-06-01,0
Coahuila,Nueva Zelandia,2018,2,2018-06-01,0
Coahuila,Países Bajos,2018,2,2018-06-01,-10.392615109999999
Coahuila,Panamá,2018,2,2018-06-01,0
Coahuila,Portugal,2018,2,2018-06-01,2.3820021699999998
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2018,2,2018-06-01,0.44035718999999995
Coahuila,República Checa,2018,2,2018-06-01,0
Coahuila,Singapur,2018,2,2018-06-01,0
Coahuila,Suecia,2018,2,2018-06-01,0.018907960000000001
Coahuila,Suiza,2018,2,2018-06-01,1.8397239499999998
Coahuila,Taiwán,2018,2,2018-06-01,0
Coahuila,Uruguay,2018,2,2018-06-01,0
Coahuila,"Venezuela, República Bolivariana de",2018,2,2018-06-01,0
Coahuila,Otros países,2018,2,2018-06-01,5.3786659500000003
Coahuila,Alemania,2018,3,2018-09-01,96.714101839999998
Coahuila,Argentina,2018,3,2018-09-01,1.2639941400000003
Coahuila,Australia,2018,3,2018-09-01,0
Coahuila,Austria,2018,3,2018-09-01,17.618787819999998
Coahuila,Bélgica,2018,3,2018-09-01,-0.02660914
Coahuila,Brasil,2018,3,2018-09-01,26.959581829999998
Coahuila,Canadá,2018,3,2018-09-01,479.34716866999997
Coahuila,Chile,2018,3,2018-09-01,0
Coahuila,"China, República Popular de",2018,3,2018-09-01,0.16535125000000001
Coahuila,Colombia,2018,3,2018-09-01,0
Coahuila,"Corea, República de",2018,3,2018-09-01,6.9919269099999992
Coahuila,Dinamarca,2018,3,2018-09-01,0
Coahuila,Ecuador,2018,3,2018-09-01,0
Coahuila,España,2018,3,2018-09-01,-3.4100726099999998
Coahuila,Estados Unidos de América,2018,3,2018-09-01,365.46013173000011
Coahuila,Federación de Rusia,2018,3,2018-09-01,0
Coahuila,Finlandia,2018,3,2018-09-01,0
Coahuila,Francia,2018,3,2018-09-01,8.5369913099999994
Coahuila,Hong Kong,2018,3,2018-09-01,0
Coahuila,India,2018,3,2018-09-01,0
Coahuila,Irlanda,2018,3,2018-09-01,12.789406969999998
Coahuila,Israel,2018,3,2018-09-01,0
Coahuila,Italia,2018,3,2018-09-01,4.1812116999999844
Coahuila,Japón,2018,3,2018-09-01,2.8206343500000002
Coahuila,Luxemburgo,2018,3,2018-09-01,0
Coahuila,Noruega,2018,3,2018-09-01,0
Coahuila,Nueva Zelandia,2018,3,2018-09-01,0
Coahuila,Países Bajos,2018,3,2018-09-01,-2.67659556
Coahuila,Panamá,2018,3,2018-09-01,0
Coahuila,Portugal,2018,3,2018-09-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2018,3,2018-09-01,-0.41934073999999955
Coahuila,República Checa,2018,3,2018-09-01,0
Coahuila,Singapur,2018,3,2018-09-01,0
Coahuila,Suecia,2018,3,2018-09-01,0
Coahuila,Suiza,2018,3,2018-09-01,0.027352069999999999
Coahuila,Taiwán,2018,3,2018-09-01,0
Coahuila,Uruguay,2018,3,2018-09-01,0
Coahuila,"Venezuela, República Bolivariana de",2018,3,2018-09-01,0
Coahuila,Otros países,2018,3,2018-09-01,-5.8377877400000004
Coahuila,Alemania,2018,4,2018-12-01,9.0015827900000005
Coahuila,Argentina,2018,4,2018-12-01,7.9968403599999993
Coahuila,Australia,2018,4,2018-12-01,-5.8377815100000001
Coahuila,Austria,2018,4,2018-12-01,11.425401920000001
Coahuila,Bélgica,2018,4,2018-12-01,0
Coahuila,Brasil,2018,4,2018-12-01,0.098895240000000009
Coahuila,Canadá,2018,4,2018-12-01,173.62036713000001
Coahuila,Chile,2018,4,2018-12-01,0
Coahuila,"China, República Popular de",2018,4,2018-12-01,-0.18336876999999999
Coahuila,Colombia,2018,4,2018-12-01,0
Coahuila,"Corea, República de",2018,4,2018-12-01,-2.2270317100000003
Coahuila,Dinamarca,2018,4,2018-12-01,0
Coahuila,Ecuador,2018,4,2018-12-01,0
Coahuila,España,2018,4,2018-12-01,138.45068083000004
Coahuila,Estados Unidos de América,2018,4,2018-12-01,168.44240535999998
Coahuila,Federación de Rusia,2018,4,2018-12-01,0
Coahuila,Finlandia,2018,4,2018-12-01,0
Coahuila,Francia,2018,4,2018-12-01,-7.5115603300000009
Coahuila,Hong Kong,2018,4,2018-12-01,0
Coahuila,India,2018,4,2018-12-01,0
Coahuila,Irlanda,2018,4,2018-12-01,15.13698947
Coahuila,Israel,2018,4,2018-12-01,0
Coahuila,Italia,2018,4,2018-12-01,177.16072907
Coahuila,Japón,2018,4,2018-12-01,0.47774699999999998
Coahuila,Luxemburgo,2018,4,2018-12-01,0
Coahuila,Noruega,2018,4,2018-12-01,0
Coahuila,Nueva Zelandia,2018,4,2018-12-01,0
Coahuila,Países Bajos,2018,4,2018-12-01,0
Coahuila,Panamá,2018,4,2018-12-01,0
Coahuila,Portugal,2018,4,2018-12-01,4.2514563699999997
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2018,4,2018-12-01,0.57236689000000007
Coahuila,República Checa,2018,4,2018-12-01,0
Coahuila,Singapur,2018,4,2018-12-01,0
Coahuila,Suecia,2018,4,2018-12-01,0
Coahuila,Suiza,2018,4,2018-12-01,-2.9402482299999999
Coahuila,Taiwán,2018,4,2018-12-01,0
Coahuila,Uruguay,2018,4,2018-12-01,0
Coahuila,"Venezuela, República Bolivariana de",2018,4,2018-12-01,0
Coahuila,Otros países,2018,4,2018-12-01,21.207322599999998
Coahuila,Alemania,2019,1,2019-03-01,40.417819239999993
Coahuila,Argentina,2019,1,2019-03-01,1.7201520800000001
Coahuila,Australia,2019,1,2019-03-01,0
Coahuila,Austria,2019,1,2019-03-01,14.334494509999999
Coahuila,Bélgica,2019,1,2019-03-01,21.555122149999999
Coahuila,Brasil,2019,1,2019-03-01,56.918231039999995
Coahuila,Canadá,2019,1,2019-03-01,61.492469320000005
Coahuila,Chile,2019,1,2019-03-01,0
Coahuila,"China, República Popular de",2019,1,2019-03-01,0.25168897000000001
Coahuila,Colombia,2019,1,2019-03-01,0
Coahuila,"Corea, República de",2019,1,2019-03-01,25.897975980000002
Coahuila,Dinamarca,2019,1,2019-03-01,0
Coahuila,Ecuador,2019,1,2019-03-01,0
Coahuila,España,2019,1,2019-03-01,22.367373489999999
Coahuila,Estados Unidos de América,2019,1,2019-03-01,99.076017010000058
Coahuila,Federación de Rusia,2019,1,2019-03-01,0
Coahuila,Finlandia,2019,1,2019-03-01,0
Coahuila,Francia,2019,1,2019-03-01,7.88953288
Coahuila,Hong Kong,2019,1,2019-03-01,0
Coahuila,India,2019,1,2019-03-01,1.33727982
Coahuila,Irlanda,2019,1,2019-03-01,19.995641939999999
Coahuila,Israel,2019,1,2019-03-01,0
Coahuila,Italia,2019,1,2019-03-01,164.76068573000001
Coahuila,Japón,2019,1,2019-03-01,3.6936119900000008
Coahuila,Luxemburgo,2019,1,2019-03-01,0
Coahuila,Noruega,2019,1,2019-03-01,0
Coahuila,Nueva Zelandia,2019,1,2019-03-01,0
Coahuila,Países Bajos,2019,1,2019-03-01,2.1555371600000002
Coahuila,Panamá,2019,1,2019-03-01,0
Coahuila,Portugal,2019,1,2019-03-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2019,1,2019-03-01,5.4698478699999997
Coahuila,República Checa,2019,1,2019-03-01,0
Coahuila,Singapur,2019,1,2019-03-01,0
Coahuila,Suecia,2019,1,2019-03-01,0
Coahuila,Suiza,2019,1,2019-03-01,0.63881885000000005
Coahuila,Taiwán,2019,1,2019-03-01,0
Coahuila,Uruguay,2019,1,2019-03-01,0
Coahuila,"Venezuela, República Bolivariana de",2019,1,2019-03-01,0
Coahuila,Otros países,2019,1,2019-03-01,38.504985660000003
Coahuila,Alemania,2019,2,2019-06-01,37.080917140000004
Coahuila,Argentina,2019,2,2019-06-01,-5.6209534199999993
Coahuila,Australia,2019,2,2019-06-01,-0.74550810000000001
Coahuila,Austria,2019,2,2019-06-01,3.4553745199999999
Coahuila,Bélgica,2019,2,2019-06-01,0.037139769999999996
Coahuila,Brasil,2019,2,2019-06-01,33.497514280000004
Coahuila,Canadá,2019,2,2019-06-01,-185.31625142999999
Coahuila,Chile,2019,2,2019-06-01,0
Coahuila,"China, República Popular de",2019,2,2019-06-01,0.051939249999999999
Coahuila,Colombia,2019,2,2019-06-01,0
Coahuila,"Corea, República de",2019,2,2019-06-01,33.073290749999998
Coahuila,Dinamarca,2019,2,2019-06-01,0
Coahuila,Ecuador,2019,2,2019-06-01,0
Coahuila,España,2019,2,2019-06-01,0.18651732999999998
Coahuila,Estados Unidos de América,2019,2,2019-06-01,244.67598380999999
Coahuila,Federación de Rusia,2019,2,2019-06-01,0
Coahuila,Finlandia,2019,2,2019-06-01,0
Coahuila,Francia,2019,2,2019-06-01,-12.256084579999998
Coahuila,Hong Kong,2019,2,2019-06-01,0
Coahuila,India,2019,2,2019-06-01,5.5693588900000002
Coahuila,Irlanda,2019,2,2019-06-01,4.8195643199999996
Coahuila,Israel,2019,2,2019-06-01,0
Coahuila,Italia,2019,2,2019-06-01,177.40720042999999
Coahuila,Japón,2019,2,2019-06-01,-0.30506761999999998
Coahuila,Luxemburgo,2019,2,2019-06-01,0.00015683
Coahuila,Noruega,2019,2,2019-06-01,0
Coahuila,Nueva Zelandia,2019,2,2019-06-01,0
Coahuila,Países Bajos,2019,2,2019-06-01,8.0673791000000001
Coahuila,Panamá,2019,2,2019-06-01,0
Coahuila,Portugal,2019,2,2019-06-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2019,2,2019-06-01,-0.31412684999999918
Coahuila,República Checa,2019,2,2019-06-01,0
Coahuila,Singapur,2019,2,2019-06-01,0
Coahuila,Suecia,2019,2,2019-06-01,0.12040389000000001
Coahuila,Suiza,2019,2,2019-06-01,0.28629493
Coahuila,Taiwán,2019,2,2019-06-01,0
Coahuila,Uruguay,2019,2,2019-06-01,0
Coahuila,"Venezuela, República Bolivariana de",2019,2,2019-06-01,1.7613709900000001
Coahuila,Otros países,2019,2,2019-06-01,-96.554787500000003
Coahuila,Alemania,2019,3,2019-09-01,81.029378809999997
Coahuila,Argentina,2019,3,2019-09-01,10.08244637
Coahuila,Australia,2019,3,2019-09-01,-3.1102969700000003
Coahuila,Austria,2019,3,2019-09-01,-8.0600027399999998
Coahuila,Bélgica,2019,3,2019-09-01,0
Coahuila,Brasil,2019,3,2019-09-01,0
Coahuila,Canadá,2019,3,2019-09-01,-22.120213400000001
Coahuila,Chile,2019,3,2019-09-01,0
Coahuila,"China, República Popular de",2019,3,2019-09-01,0.24152534000000003
Coahuila,Colombia,2019,3,2019-09-01,0
Coahuila,"Corea, República de",2019,3,2019-09-01,7.9212228599999985
Coahuila,Dinamarca,2019,3,2019-09-01,0
Coahuila,Ecuador,2019,3,2019-09-01,0
Coahuila,España,2019,3,2019-09-01,37.023949079537019
Coahuila,Estados Unidos de América,2019,3,2019-09-01,30.329299580000026
Coahuila,Federación de Rusia,2019,3,2019-09-01,0
Coahuila,Finlandia,2019,3,2019-09-01,0
Coahuila,Francia,2019,3,2019-09-01,6.7269950099999996
Coahuila,Hong Kong,2019,3,2019-09-01,0
Coahuila,India,2019,3,2019-09-01,1.26593917
Coahuila,Irlanda,2019,3,2019-09-01,0.97120008000000002
Coahuila,Israel,2019,3,2019-09-01,0
Coahuila,Italia,2019,3,2019-09-01,124.05587516000003
Coahuila,Japón,2019,3,2019-09-01,-2.9021883600000002
Coahuila,Luxemburgo,2019,3,2019-09-01,20.762167989999998
Coahuila,Noruega,2019,3,2019-09-01,0
Coahuila,Nueva Zelandia,2019,3,2019-09-01,0
Coahuila,Países Bajos,2019,3,2019-09-01,0.12160200999999971
Coahuila,Panamá,2019,3,2019-09-01,0.0025743058523098783
Coahuila,Portugal,2019,3,2019-09-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2019,3,2019-09-01,-0.44929738000000119
Coahuila,República Checa,2019,3,2019-09-01,0
Coahuila,Singapur,2019,3,2019-09-01,0
Coahuila,Suecia,2019,3,2019-09-01,0
Coahuila,Suiza,2019,3,2019-09-01,0
Coahuila,Taiwán,2019,3,2019-09-01,0
Coahuila,Uruguay,2019,3,2019-09-01,0
Coahuila,"Venezuela, República Bolivariana de",2019,3,2019-09-01,0
Coahuila,Otros países,2019,3,2019-09-01,-3.6303285599999997
Coahuila,Alemania,2019,4,2019-12-01,-17.331046959999998
Coahuila,Argentina,2019,4,2019-12-01,3.5436017400000002
Coahuila,Australia,2019,4,2019-12-01,-2.8921145699999999
Coahuila,Austria,2019,4,2019-12-01,0
Coahuila,Bélgica,2019,4,2019-12-01,21.061012989999998
Coahuila,Brasil,2019,4,2019-12-01,19.589666350000002
Coahuila,Canadá,2019,4,2019-12-01,-13.89940882
Coahuila,Chile,2019,4,2019-12-01,0
Coahuila,"China, República Popular de",2019,4,2019-12-01,-0.49676622000000015
Coahuila,Colombia,2019,4,2019-12-01,0.39928092999999998
Coahuila,"Corea, República de",2019,4,2019-12-01,-1.1627571000000012
Coahuila,Dinamarca,2019,4,2019-12-01,0
Coahuila,Ecuador,2019,4,2019-12-01,0
Coahuila,España,2019,4,2019-12-01,1.9693912599999994
Coahuila,Estados Unidos de América,2019,4,2019-12-01,168.34875869000001
Coahuila,Federación de Rusia,2019,4,2019-12-01,0
Coahuila,Finlandia,2019,4,2019-12-01,0
Coahuila,Francia,2019,4,2019-12-01,-1.13769403
Coahuila,Hong Kong,2019,4,2019-12-01,0
Coahuila,India,2019,4,2019-12-01,1.27588448
Coahuila,Irlanda,2019,4,2019-12-01,0.37265300000000001
Coahuila,Israel,2019,4,2019-12-01,0
Coahuila,Italia,2019,4,2019-12-01,171.18392122999998
Coahuila,Japón,2019,4,2019-12-01,0.066191
Coahuila,Luxemburgo,2019,4,2019-12-01,0
Coahuila,Noruega,2019,4,2019-12-01,0
Coahuila,Nueva Zelandia,2019,4,2019-12-01,0
Coahuila,Países Bajos,2019,4,2019-12-01,13.986153819999998
Coahuila,Panamá,2019,4,2019-12-01,0
Coahuila,Portugal,2019,4,2019-12-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2019,4,2019-12-01,-1.6250491899999973
Coahuila,República Checa,2019,4,2019-12-01,0
Coahuila,Singapur,2019,4,2019-12-01,0
Coahuila,Suecia,2019,4,2019-12-01,0
Coahuila,Suiza,2019,4,2019-12-01,0.27945922999999995
Coahuila,Taiwán,2019,4,2019-12-01,48.876457189999996
Coahuila,Uruguay,2019,4,2019-12-01,0
Coahuila,"Venezuela, República Bolivariana de",2019,4,2019-12-01,0
Coahuila,Otros países,2019,4,2019-12-01,-38.015776500000001
Coahuila,Alemania,2020,1,2020-03-01,55.049962039999997
Coahuila,Argentina,2020,1,2020-03-01,-3.9148903099999988
Coahuila,Australia,2020,1,2020-03-01,2.04546648
Coahuila,Austria,2020,1,2020-03-01,0
Coahuila,Bélgica,2020,1,2020-03-01,8.0839380699999985
Coahuila,Brasil,2020,1,2020-03-01,0
Coahuila,Canadá,2020,1,2020-03-01,24.964950710000004
Coahuila,Chile,2020,1,2020-03-01,0
Coahuila,"China, República Popular de",2020,1,2020-03-01,0.37461235999999998
Coahuila,Colombia,2020,1,2020-03-01,5.18801968
Coahuila,"Corea, República de",2020,1,2020-03-01,6.9254133600000003
Coahuila,Dinamarca,2020,1,2020-03-01,0
Coahuila,Ecuador,2020,1,2020-03-01,0
Coahuila,España,2020,1,2020-03-01,57.587428930000009
Coahuila,Estados Unidos de América,2020,1,2020-03-01,87.590856870000039
Coahuila,Federación de Rusia,2020,1,2020-03-01,0
Coahuila,Finlandia,2020,1,2020-03-01,0
Coahuila,Francia,2020,1,2020-03-01,-2.51868391
Coahuila,Hong Kong,2020,1,2020-03-01,0.24808921
Coahuila,India,2020,1,2020-03-01,0.034740609999999998
Coahuila,Irlanda,2020,1,2020-03-01,0.030145999999999999
Coahuila,Israel,2020,1,2020-03-01,0
Coahuila,Italia,2020,1,2020-03-01,105.48849145000001
Coahuila,Japón,2020,1,2020-03-01,0.87415812000000004
Coahuila,Luxemburgo,2020,1,2020-03-01,0
Coahuila,Noruega,2020,1,2020-03-01,0.13652326000000001
Coahuila,Nueva Zelandia,2020,1,2020-03-01,0
Coahuila,Países Bajos,2020,1,2020-03-01,0
Coahuila,Panamá,2020,1,2020-03-01,0
Coahuila,Portugal,2020,1,2020-03-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2020,1,2020-03-01,6.0705132900000089
Coahuila,República Checa,2020,1,2020-03-01,0
Coahuila,Singapur,2020,1,2020-03-01,0
Coahuila,Suecia,2020,1,2020-03-01,0.76610756000000002
Coahuila,Suiza,2020,1,2020-03-01,-0.048361440000000006
Coahuila,Taiwán,2020,1,2020-03-01,6.8372284199999998
Coahuila,Uruguay,2020,1,2020-03-01,0
Coahuila,"Venezuela, República Bolivariana de",2020,1,2020-03-01,0
Coahuila,Otros países,2020,1,2020-03-01,30.254560430000002
Coahuila,Alemania,2020,2,2020-06-01,-19.569233249999996
Coahuila,Argentina,2020,2,2020-06-01,0
Coahuila,Australia,2020,2,2020-06-01,-0.10340992999999998
Coahuila,Austria,2020,2,2020-06-01,0
Coahuila,Bélgica,2020,2,2020-06-01,-3.4333158199999998
Coahuila,Brasil,2020,2,2020-06-01,3.58706382
Coahuila,Canadá,2020,2,2020-06-01,39.768686089999989
Coahuila,Chile,2020,2,2020-06-01,0
Coahuila,"China, República Popular de",2020,2,2020-06-01,0
Coahuila,Colombia,2020,2,2020-06-01,-1.82678451
Coahuila,"Corea, República de",2020,2,2020-06-01,-0.77856542999999911
Coahuila,Dinamarca,2020,2,2020-06-01,0
Coahuila,Ecuador,2020,2,2020-06-01,0
Coahuila,España,2020,2,2020-06-01,13.467739400000003
Coahuila,Estados Unidos de América,2020,2,2020-06-01,348.9587557100001
Coahuila,Federación de Rusia,2020,2,2020-06-01,0
Coahuila,Finlandia,2020,2,2020-06-01,0
Coahuila,Francia,2020,2,2020-06-01,1.0728702800000005
Coahuila,Hong Kong,2020,2,2020-06-01,0
Coahuila,India,2020,2,2020-06-01,0
Coahuila,Irlanda,2020,2,2020-06-01,0.011325999999999999
Coahuila,Israel,2020,2,2020-06-01,0
Coahuila,Italia,2020,2,2020-06-01,33.059663530000009
Coahuila,Japón,2020,2,2020-06-01,-0.37370634000000003
Coahuila,Luxemburgo,2020,2,2020-06-01,0
Coahuila,Noruega,2020,2,2020-06-01,0
Coahuila,Nueva Zelandia,2020,2,2020-06-01,0
Coahuila,Países Bajos,2020,2,2020-06-01,7.5875342899999989
Coahuila,Panamá,2020,2,2020-06-01,0
Coahuila,Portugal,2020,2,2020-06-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2020,2,2020-06-01,-0.25958838999999989
Coahuila,República Checa,2020,2,2020-06-01,0
Coahuila,Singapur,2020,2,2020-06-01,0
Coahuila,Suecia,2020,2,2020-06-01,0.017256460000000001
Coahuila,Suiza,2020,2,2020-06-01,1.7369841099999999
Coahuila,Taiwán,2020,2,2020-06-01,-1.0354129599999999
Coahuila,Uruguay,2020,2,2020-06-01,0
Coahuila,"Venezuela, República Bolivariana de",2020,2,2020-06-01,0
Coahuila,Otros países,2020,2,2020-06-01,0.55832922000000007
Coahuila,Alemania,2020,3,2020-09-01,-89.479230069999986
Coahuila,Argentina,2020,3,2020-09-01,3.1659644800000004
Coahuila,Australia,2020,3,2020-09-01,-0.54841596000000004
Coahuila,Austria,2020,3,2020-09-01,0
Coahuila,Bélgica,2020,3,2020-09-01,5.4537669400000013
Coahuila,Brasil,2020,3,2020-09-01,15.53869478
Coahuila,Canadá,2020,3,2020-09-01,17.478002369999999
Coahuila,Chile,2020,3,2020-09-01,0
Coahuila,"China, República Popular de",2020,3,2020-09-01,0.57738279000000003
Coahuila,Colombia,2020,3,2020-09-01,-1.7234398199999998
Coahuila,"Corea, República de",2020,3,2020-09-01,7.282576549999999
Coahuila,Dinamarca,2020,3,2020-09-01,0
Coahuila,Ecuador,2020,3,2020-09-01,0
Coahuila,España,2020,3,2020-09-01,2.4923152000000002
Coahuila,Estados Unidos de América,2020,3,2020-09-01,-234.68551899999991
Coahuila,Federación de Rusia,2020,3,2020-09-01,0
Coahuila,Finlandia,2020,3,2020-09-01,0
Coahuila,Francia,2020,3,2020-09-01,-5.8070582600000016
Coahuila,Hong Kong,2020,3,2020-09-01,0
Coahuila,India,2020,3,2020-09-01,-0.094484960000000007
Coahuila,Irlanda,2020,3,2020-09-01,0.011462
Coahuila,Israel,2020,3,2020-09-01,0
Coahuila,Italia,2020,3,2020-09-01,98.959197160000002
Coahuila,Japón,2020,3,2020-09-01,-0.65436485999999994
Coahuila,Luxemburgo,2020,3,2020-09-01,0
Coahuila,Noruega,2020,3,2020-09-01,0
Coahuila,Nueva Zelandia,2020,3,2020-09-01,0
Coahuila,Países Bajos,2020,3,2020-09-01,0
Coahuila,Panamá,2020,3,2020-09-01,0
Coahuila,Portugal,2020,3,2020-09-01,0
Coahuila,Reino Unido de la Gran Bretaña e Irlanda del Norte,2020,3,2020-09-01,-0.47973016000000024
Coahuila,República Checa,2020,3,2020-09-01,0
Coahuila,Singapur,2020,3,2020-09-01,0
Coahuila,Suecia,2020,3,2020-09-01,-0.091404849999999996
Coahuila,Suiza,2020,3,2020-09-01,-3.7840038100000002
Coahuila,Taiwán,2020,3,2020-09-01,0
Coahuila,Uruguay,2020,3,2020-09-01,0
Coahuila,"Venezuela, República Bolivariana de",2020,3,2020-09-01,0
Coahuila,Otros países,2020,3,2020-09-01,0.44677216999999997
Coahuila,Alemania,2020,4,2020-12-01,131.46763195
Coahuila,Argentina,2020,4,2020-12-01,7.4246174099999998
Coahuila,Australia,2020,4,2020-12-01,0.46820769000000001
Coahuila,Austria,2020,4,2020-12-01,5.4455021199999987
Coahuila,Bélgica,2020,4,2020-12-01,-1.1226857300000004
Coahuila,Brasil,2020,4,2020-12-01,-15.74617877
Coahuila,Canadá,2020,4,2020-12-01,-36.184391489999989
Coahuila,Chile,2020,4,2020-12-01,0
Coahuila,"China, República Popular de",2020,4,2020-12-01,1.24746249
Coahuila,Colombia,2020,4,2020-12-01,0
Coahuila,"Corea, República de",2020,4,2020-12-01,3.0475590200000005
Coahuila,Dinamarca,2020,4,2020-12-01,0
Coahuila,Ecuador,2020,4,2020-12-01,0
Coahuila,España,2020,4,2020-12-01,-2.36481473
Coahuila,Estados Unidos de América,2020,4,2020-12-01,27.69341812
Coahuila,Federación de Rusia,2020,4,2020-12-01,0
Coahuila,Finlandia,2020,4,2020-12-01,0
